Customer ID,Customer Name,First_Name,Gender,Segment,Country,City,State,Region,Product ID
AC-10660,Anna Chung,Anna,Female,Consumer,United States,Lawrence,Indiana,Central,OFF-BI-10003314
SM-20950,Suzanne McNair,Suzanne,Female,Corporate,United States,Broomfield,Colorado,West,FUR-TA-10004607
CS-12250,Chris Selesnick,Chris,Male,Corporate,United States,Green Bay,Wisconsin,Central,FUR-FU-10003489
NP-18685,Nora Pelletier,Nora,Female,Home Office,United States,Parma,Ohio,East,FUR-FU-10004020
RC-19960,Ryan Crowe,Ryan,Male,Consumer,United States,Grand Rapids,Michigan,Central,OFF-PA-10002581
KL-16555,Kelly Lampkin,Kelly,Female,Corporate,United States,Fairfield,Ohio,East,FUR-BO-10003966
RA-19915,Russell Applegate,Russell,Male,Consumer,United States,Columbus,Georgia,South,OFF-PA-10000174
CM-11815,Candace McMahon,Candace,Female,Corporate,United States,Seattle,Washington,West,FUR-TA-10002533
DV-13045,Darrin Van Huff,Darrin,Male,Corporate,United States,San Diego,California,West,OFF-PA-10003441
CR-12580,Clay Rozendal,Clay,Male,Home Office,United States,New York City,New York,East,OFF-PA-10004530
JS-15940,Joni Sundaresam,Joni,Female,Home Office,United States,Lancaster,Ohio,East,FUR-FU-10000175
DP-13105,Dave Poirier,Dave,Male,Corporate,United States,Seattle,Washington,West,OFF-LA-10003510
PK-19075,Pete Kriz,Pete,Male,Consumer,United States,Columbus,Ohio,East,FUR-FU-10001588
LA-16780,Laura Armstrong,Laura,Female,Corporate,United States,Los Angeles,California,West,FUR-FU-10004071
EB-13750,Edward Becker,Edward,Male,Corporate,United States,San Francisco,California,West,TEC-AC-10001109
CL-12700,Craig Leslie,Craig,Male,Home Office,United States,Aurora,Colorado,West,OFF-AR-10003481
BP-11230,Benjamin Patterson,Benjamin,Male,Consumer,United States,Broken Arrow,Oklahoma,Central,OFF-BI-10000829
RD-19900,Ruben Dartt,Ruben,Male,Consumer,United States,Bloomington,Indiana,Central,OFF-PA-10000130
MK-17905,Michael Kennedy,Michael,Male,Corporate,United States,Rockford,Illinois,Central,TEC-PH-10001760
EH-13765,Edward Hooks,Edward,Male,Corporate,United States,Los Angeles,California,West,OFF-ST-10003455
AB-10105,Adrian Barton,Adrian,Male,Consumer,United States,Phoenix,Arizona,West,TEC-PH-10001536
NH-18610,Nicole Hansen,Nicole,Female,Corporate,United States,Irving,Texas,Central,TEC-AC-10002020
KE-16420,Katrina Edelman,Katrina,Female,Corporate,United States,Tigard,Oregon,West,TEC-PH-10000148
JW-16075,Julia West,Julia,Female,Consumer,United States,San Francisco,California,West,TEC-PH-10001918
SC-20695,Steve Chapman,Steve,Male,Corporate,United States,La Crosse,Wisconsin,Central,TEC-AC-10002006
TS-21505,Tony Sayre,Tony,Male,Consumer,United States,Cleveland,Ohio,East,OFF-AP-10003281
AS-10045,Aaron Smayling,Aaron,Male,Corporate,United States,San Francisco,California,West,OFF-AR-10002956
DL-12865,Dan Lawera,Dan,Male,Consumer,United States,Long Beach,California,West,OFF-ST-10001370
NF-18385,Natalie Fritzler,Natalie,Female,Consumer,United States,Decatur,Illinois,Central,OFF-BI-10001634
SH-19975,Sally Hughsby,Sally,Female,Corporate,United States,Hesperia,California,West,OFF-PA-10001804
SN-20710,Steve Nguyen,Steve,Male,Home Office,United States,Covington,Washington,West,OFF-AP-10000326
CS-12175,Charles Sheldon,Charles,Male,Corporate,United States,Iowa City,Iowa,Central,OFF-BI-10002609
CM-12445,Chuck Magee,Chuck,Male,Consumer,United States,Redlands,California,West,FUR-CH-10003981
DW-13585,Dorothy Wardle,Dorothy,Female,Corporate,United States,San Francisco,California,West,OFF-AP-10004708
TN-21040,Tanja Norvell,Tanja,Female,Home Office,United States,Tallahassee,Florida,South,TEC-PH-10002564
SC-20380,Shahid Collister,Shahid,Male,Consumer,United States,Houston,Texas,Central,FUR-FU-10001940
LR-17035,Lisa Ryan,Lisa,Female,Corporate,United States,Houston,Texas,Central,OFF-ST-10003722
MH-17620,Matt Hagelstein,Matt,Male,Corporate,United States,Houston,Texas,Central,TEC-PH-10000702
HM-14860,Harry Marie,Harry,Male,Corporate,United States,Huntsville,Texas,Central,OFF-ST-10003805
BM-11650,Brian Moss,Brian,Male,Corporate,United States,Lancaster,Ohio,East,OFF-BI-10003910
SW-20455,Shaun Weien,Shaun,Male,Consumer,United States,Seattle,Washington,West,FUR-FU-10003489
JG-15160,James Galang,James,Male,Consumer,United States,Atlanta,Georgia,South,OFF-EN-10000483
MM-18280,Muhammed MacIntyre,Muhammed,Male,Corporate,United States,Quincy,Illinois,Central,OFF-ST-10003282
LS-16945,Linda Southworth,Linda,Female,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-AR-10004022
CC-12100,Chad Cunningham,Chad,Male,Home Office,United States,Columbus,Indiana,Central,OFF-PA-10004888
PS-18760,Pamela Stobb,Pamela,Female,Consumer,United States,Los Angeles,California,West,OFF-PA-10000308
JK-15730,Joe Kamberova,Joe,Male,Consumer,United States,Mobile,Alabama,South,TEC-MA-10004255
AR-10540,Andy Reiter,Andy,Male,Consumer,United States,San Francisco,California,West,OFF-EN-10003286
DM-12955,Dario Medina,Dario,Male,Corporate,United States,Yuma,Arizona,West,FUR-FU-10001979
ES-14080,Erin Smith,Erin,Female,Corporate,United States,Springfield,Oregon,West,OFF-ST-10000129
ML-17410,Maris LaWare,Maris,Female,Consumer,United States,Los Angeles,California,West,TEC-PH-10003589
SJ-20215,Sarah Jordon,Sarah,Female,Consumer,United States,Quincy,Illinois,Central,OFF-PA-10000062
GM-14680,Greg Matthias,Greg,Male,Consumer,United States,New York City,New York,East,OFF-LA-10001771
BD-11620,Brian DeCherney,Brian,Male,Consumer,United States,San Francisco,California,West,FUR-TA-10001768
CC-12220,Chris Cortes,Chris,Male,Consumer,United States,La Porte,Indiana,Central,FUR-FU-10001756
HG-15025,Hunter Glantz,Hunter,Male,Consumer,United States,Amarillo,Texas,Central,TEC-PH-10003645
JK-15205,Jamie Kunitz,Jamie,Female,Consumer,United States,Hialeah,Florida,South,OFF-PA-10004381
TT-21265,Tim Taslimi,Tim,Male,Corporate,United States,New York City,New York,East,OFF-BI-10000309
LP-17095,Liz Preis,Liz,Female,Consumer,United States,Phoenix,Arizona,West,OFF-AP-10002518
TC-20980,Tamara Chand,Tamara,Female,Corporate,United States,Lafayette,Indiana,Central,TEC-MA-10000488
HL-15040,Hunter Lopez,Hunter,Male,Consumer,United States,Houston,Texas,Central,OFF-EN-10003845
EB-13870,Emily Burns,Emily,Female,Consumer,United States,New York City,New York,East,TEC-PH-10004434
TP-21565,Tracy Poddar,Tracy,Female,Corporate,United States,Grand Prairie,Texas,Central,OFF-EN-10003845
DB-12910,Daniel Byrd,Daniel,Male,Home Office,United States,Lake Forest,California,West,OFF-PA-10002109
MO-17500,Mary O'Rourke,Mary,Female,Consumer,United States,The Colony,Texas,Central,OFF-AR-10001216
DR-12940,Daniel Raglin,Daniel,Male,Home Office,United States,Providence,Rhode Island,East,OFF-ST-10004123
MS-17830,Melanie Seite,Melanie,Female,Consumer,United States,Baltimore,Maryland,East,OFF-PA-10004733
AH-10690,Anna Häberlin,Anna,Female,Corporate,United States,Coral Gables,Florida,South,OFF-PA-10002479
JH-15910,Jonathan Howell,Jonathan,Male,Consumer,United States,Tulsa,Oklahoma,Central,FUR-FU-10001025
LB-16795,Laurel Beltran,Laurel,Female,Home Office,United States,Pueblo,Colorado,West,OFF-AR-10000475
TB-21250,Tim Brockman,Tim,Male,Consumer,United States,Los Angeles,California,West,TEC-MA-10003493
DL-13495,Dionis Lloyd,Dionis,Female,Corporate,United States,Spokane,Washington,West,OFF-ST-10001963
CC-12475,Cindy Chapman,Cindy,Female,Consumer,United States,Los Angeles,California,West,TEC-AC-10002926
AW-10930,Arthur Wiediger,Arthur,Male,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-ST-10002554
MC-18100,Mick Crebagga,Mick,Male,Consumer,United States,Marysville,Washington,West,OFF-AR-10001954
BW-11110,Bart Watters,Bart,Male,Corporate,United States,Houston,Texas,Central,FUR-FU-10004748
JE-15745,Joel Eaton,Joel,Male,Consumer,United States,Los Angeles,California,West,FUR-FU-10003096
PM-19135,Peter McVee,Peter,Male,Home Office,United States,San Antonio,Texas,Central,OFF-ST-10001522
DB-13615,Doug Bickford,Doug,Male,Consumer,United States,Charlotte,North Carolina,South,TEC-PH-10000213
MP-17965,Michael Paige,Michael,Male,Corporate,United States,Troy,Ohio,East,OFF-BI-10004022
SP-20545,Sibella Parks,Sibella,Female,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-ST-10003123
MZ-17335,Maria Zettner,Maria,Female,Home Office,United States,Phoenix,Arizona,West,TEC-AC-10003832
EB-13975,Erica Bern,Erica,Female,Corporate,United States,Greensboro,North Carolina,South,TEC-MA-10000752
CC-12610,Corey Catlett,Corey,Male,Corporate,United States,Denver,Colorado,West,TEC-AC-10002049
WB-21850,William Brown,William,Male,Consumer,United States,La Porte,Texas,Central,OFF-ST-10001511
EP-13915,Emily Phan,Emily,Female,Consumer,United States,Chicago,Illinois,Central,FUR-BO-10001337
LC-16885,Lena Creighton,Lena,Female,Consumer,United States,Roseville,California,West,FUR-FU-10002759
NC-18625,Noah Childs,Noah,Male,Corporate,United States,Aurora,Colorado,West,OFF-PA-10004996
HA-14920,Helen Andreada,Helen,Female,Consumer,United States,Laredo,Texas,Central,TEC-PH-10004667
BW-11110,Bart Watters,Bart,Male,Corporate,United States,New York City,New York,East,OFF-ST-10001031
CP-12340,Christine Phan,Christine,Female,Corporate,United States,Seattle,Washington,West,FUR-BO-10002268
NC-18415,Nathan Cano,Nathan,Male,Consumer,United States,Jacksonville,North Carolina,South,FUR-FU-10002671
PW-19030,Pauline Webber,Pauline,Female,Corporate,United States,New York City,New York,East,FUR-FU-10002505
BE-11410,Bobby Elias,Bobby,Male,Consumer,United States,Appleton,Wisconsin,Central,OFF-PA-10001954
PB-18805,Patrick Bzostek,Patrick,Male,Home Office,United States,Salt Lake City,Utah,West,OFF-AR-10002987
CD-12790,Cynthia Delaney,Cynthia,Female,Home Office,United States,Oklahoma City,Oklahoma,Central,OFF-BI-10004506
QJ-19255,Quincy Jones,Quincy,Male,Corporate,United States,Springfield,Virginia,South,OFF-SU-10003505
NB-18655,Nona Balk,Nona,Female,Corporate,United States,New York City,New York,East,FUR-CH-10004289
NK-18490,Neil Knudson,Neil,Male,Home Office,United States,San Francisco,California,West,OFF-BI-10001543
MG-17890,Michael Granlund,Michael,Male,Home Office,United States,Fresno,California,West,TEC-AC-10004518
FC-14245,Frank Carlisle,Frank,Male,Home Office,United States,Columbia,Missouri,Central,TEC-AC-10000474
NR-18550,Nick Radford,Nick,Male,Consumer,United States,Perth Amboy,New Jersey,East,OFF-PA-10000295
EP-13915,Emily Phan,Emily,Female,Consumer,United States,Tempe,Arizona,West,OFF-FA-10000621
LF-17185,Luke Foster,Luke,Male,Consumer,United States,Newark,Ohio,East,OFF-AP-10004785
CM-12445,Chuck Magee,Chuck,Male,Consumer,United States,Houston,Texas,Central,OFF-BI-10003314
JS-16030,Joy Smith,Joy,Female,Consumer,United States,Trenton,Michigan,Central,OFF-SU-10002537
AG-10495,Andrew Gjertsen,Andrew,Male,Corporate,United States,Los Angeles,California,West,OFF-LA-10002787
LC-16960,Lindsay Castell,Lindsay,Female,Home Office,United States,Arlington,Virginia,South,OFF-AR-10003770
MY-18295,Muhammed Yedwab,Muhammed,Male,Corporate,United States,El Cajon,California,West,OFF-AP-10002472
MK-17905,Michael Kennedy,Michael,Male,Corporate,United States,Manchester,Connecticut,East,TEC-AC-10004761
NM-18520,Neoma Murray,Neoma,Female,Consumer,United States,Riverside,California,West,FUR-BO-10001608
JE-15745,Joel Eaton,Joel,Male,Consumer,United States,San Diego,California,West,FUR-FU-10000448
MY-18295,Muhammed Yedwab,Muhammed,Male,Corporate,United States,Newark,Delaware,East,TEC-AC-10002558
CM-12160,Charles McCrossin,Charles,Male,Consumer,United States,Baltimore,Maryland,East,FUR-FU-10001475
SV-20935,Susan Vittorini,Susan,Female,Consumer,United States,Columbus,Ohio,East,OFF-PA-10004355
VW-21775,Victoria Wilson,Victoria,Female,Corporate,United States,Lakewood,Ohio,East,OFF-BI-10003669
DP-13390,Dennis Pardue,Dennis,Male,Home Office,United States,North Las Vegas,Nevada,West,OFF-AR-10002240
GW-14605,Giulietta Weimer,Giulietta,Female,Consumer,United States,Jackson,Tennessee,South,OFF-PA-10004285
JF-15565,Jill Fjeld,Jill,Female,Consumer,United States,San Antonio,Texas,Central,OFF-ST-10002370
CS-11950,Carlos Soltero,Carlos,Male,Consumer,United States,Los Angeles,California,West,OFF-PA-10003072
AP-10720,Anne Pryor,Anne,Female,Home Office,United States,Fort Lauderdale,Florida,South,OFF-SU-10002573
PM-19135,Peter McVee,Peter,Male,Home Office,United States,Detroit,Michigan,Central,FUR-CH-10000422
EB-13930,Eric Barreto,Eric,Male,Consumer,United States,Richmond,Virginia,South,OFF-BI-10004001
MS-17530,MaryBeth Skach,MaryBeth,Female,Consumer,United States,Seattle,Washington,West,FUR-FU-10002445
SR-20740,Steven Roelle,Steven,Male,Home Office,United States,New York City,New York,East,FUR-FU-10004415
HK-14890,Heather Kirkland,Heather,Female,Corporate,United States,Chicago,Illinois,Central,OFF-AR-10004648
AB-10255,Alejandro Ballentine,Alejandro,Male,Home Office,United States,Seattle,Washington,West,OFF-BI-10001617
VW-21775,Victoria Wilson,Victoria,Female,Corporate,United States,Los Angeles,California,West,OFF-PA-10000246
CG-12040,Catherine Glotzbach,Catherine,Female,Home Office,United States,Lebanon,Tennessee,South,OFF-BI-10003091
SS-20590,Sonia Sunley,Sonia,Female,Consumer,United States,San Francisco,California,West,OFF-AP-10002222
JP-15460,Jennifer Patt,Jennifer,Female,Corporate,United States,Houston,Texas,Central,FUR-FU-10001025
ED-13885,Emily Ducich,Emily,Female,Home Office,United States,San Francisco,California,West,TEC-AC-10003399
JS-15595,Jill Stevenson,Jill,Female,Corporate,United States,Miami,Florida,South,OFF-BI-10000014
JE-15475,Jeremy Ellison,Jeremy,Male,Consumer,United States,Troy,New York,East,TEC-AC-10001432
BP-11095,Bart Pistole,Bart,Male,Corporate,United States,San Francisco,California,West,TEC-AC-10003447
BW-11200,Ben Wallace,Ben,Male,Consumer,United States,Hampton,Virginia,South,FUR-CH-10001270
PA-19060,Pete Armstrong,Pete,Male,Home Office,United States,San Francisco,California,West,OFF-PA-10001639
BW-11200,Ben Wallace,Ben,Male,Consumer,United States,New York City,New York,East,OFF-BI-10001524
JH-15910,Jonathan Howell,Jonathan,Male,Consumer,United States,Los Angeles,California,West,FUR-CH-10000847
JD-15895,Jonathan Doherty,Jonathan,Male,Corporate,United States,Belleville,New Jersey,East,OFF-BI-10003650
AS-10285,Alejandro Savely,Alejandro,Male,Corporate,United States,San Francisco,California,West,TEC-PH-10003555
PG-18820,Patrick Gardner,Patrick,Male,Consumer,United States,Boynton Beach,Florida,South,TEC-AC-10004855
SM-20950,Suzanne McNair,Suzanne,Female,Corporate,United States,Greenville,North Carolina,South,OFF-AP-10003278
EP-13915,Emily Phan,Emily,Female,Consumer,United States,Tampa,Florida,South,OFF-PA-10003129
DL-13330,Denise Leinenbach,Denise,Female,Consumer,United States,New York City,New York,East,OFF-FA-10000611
VB-21745,Victoria Brennan,Victoria,Female,Corporate,United States,Rochester,New York,East,OFF-PA-10003739
JM-15655,Jim Mitchum,Jim,Male,Corporate,United States,Bridgeton,New Jersey,East,TEC-PH-10002483
KW-16435,Katrina Willman,Katrina,Female,Consumer,United States,Lansing,Michigan,Central,OFF-AR-10003183
JF-15295,Jason Fortune-,Jason,Male,Consumer,United States,Sterling Heights,Michigan,Central,FUR-FU-10000550
SP-20920,Susan Pistek,Susan,Female,Consumer,United States,San Luis Obispo,California,West,OFF-AP-10001563
BD-11320,Bill Donatelli,Bill,Male,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-AR-10001315
JD-15895,Jonathan Doherty,Jonathan,Male,Corporate,United States,Los Angeles,California,West,OFF-PA-10000327
FO-14305,Frank Olsen,Frank,Male,Consumer,United States,Hollywood,Florida,South,TEC-PH-10001809
HW-14935,Helen Wasserman,Helen,Female,Corporate,United States,Tulsa,Oklahoma,Central,OFF-SU-10001664
SF-20965,Sylvia Foulston,Sylvia,Female,Corporate,United States,San Francisco,California,West,TEC-AC-10004420
KM-16375,Katherine Murray,Katherine,Female,Home Office,United States,Salem,Virginia,South,TEC-AC-10002399
CS-12490,Cindy Schnelling,Cindy,Female,Corporate,United States,Conroe,Texas,Central,TEC-AC-10002399
XP-21865,Xylona Preis,Xylona,Female,Consumer,United States,Chicago,Illinois,Central,OFF-AR-10004707
CL-12565,Clay Ludtke,Clay,Male,Consumer,United States,Urbandale,Iowa,Central,OFF-BI-10002393
SF-20200,Sarah Foster,Sarah,Female,Consumer,United States,Marysville,Washington,West,OFF-PA-10000528
PF-19225,Phillip Flathmann,Phillip,Male,Consumer,United States,Los Angeles,California,West,TEC-AC-10003095
AP-10915,Arthur Prichep,Arthur,Male,Consumer,United States,Henderson,Kentucky,South,FUR-FU-10001468
XP-21865,Xylona Preis,Xylona,Female,Consumer,United States,Los Angeles,California,West,OFF-ST-10000604
PJ-18835,Patrick Jones,Patrick,Male,Corporate,United States,Dallas,Texas,Central,TEC-AC-10002380
NW-18400,Natalie Webber,Natalie,Female,Consumer,United States,Portland,Oregon,West,OFF-PA-10000249
JP-16135,Julie Prescott,Julie,Female,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-PA-10001526
RC-19825,Roy Collins,Roy,Male,Consumer,United States,Louisville,Kentucky,South,OFF-PA-10001497
AS-10285,Alejandro Savely,Alejandro,Male,Corporate,United States,Seattle,Washington,West,OFF-PA-10001639
LH-17020,Lisa Hazard,Lisa,Female,Consumer,United States,San Francisco,California,West,TEC-PH-10001809
TT-21220,Thomas Thornton,Thomas,Male,Consumer,United States,Chula Vista,California,West,OFF-AR-10001130
TP-21565,Tracy Poddar,Tracy,Female,Corporate,United States,Eugene,Oregon,West,TEC-PH-10003092
MF-17665,Maureen Fritzler,Maureen,Female,Corporate,United States,Miami,Florida,South,FUR-TA-10002855
CW-11905,Carl Weiss,Carl,Male,Home Office,United States,Los Angeles,California,West,FUR-BO-10000468
ER-13855,Elpida Rittenbach,Elpida,Female,Corporate,United States,Charlotte,North Carolina,South,OFF-BI-10004995
CC-12475,Cindy Chapman,Cindy,Female,Consumer,United States,San Diego,California,West,OFF-AR-10001022
SM-20005,Sally Matthias,Sally,Female,Consumer,United States,Houston,Texas,Central,TEC-PH-10002890
CS-12400,Christopher Schild,Christopher,Male,Home Office,United States,San Jose,California,West,OFF-PA-10002250
AS-10285,Alejandro Savely,Alejandro,Male,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-PA-10000605
EP-13915,Emily Phan,Emily,Female,Consumer,United States,Houston,Texas,Central,TEC-PH-10002583
MA-17995,Michelle Arnett,Michelle,Female,Home Office,United States,Lawrence,Indiana,Central,OFF-PA-10000029
JH-15985,Joseph Holt,Joseph,Male,Consumer,United States,San Francisco,California,West,OFF-AR-10003504
EB-14170,Evan Bailliet,Evan,Male,Consumer,United States,Laredo,Texas,Central,TEC-PH-10002563
NP-18700,Nora Preis,Nora,Female,Consumer,United States,Seattle,Washington,West,OFF-PA-10000520
LH-17155,Logan Haushalter,Logan,Male,Consumer,United States,San Jose,California,West,OFF-BI-10003355
LW-17125,Liz Willingham,Liz,Female,Consumer,United States,Virginia Beach,Virginia,South,OFF-AR-10000369
LS-16975,Lindsay Shagiari,Lindsay,Female,Home Office,United States,Los Angeles,California,West,TEC-AC-10001267
KL-16555,Kelly Lampkin,Kelly,Female,Corporate,United States,Jacksonville,Florida,South,OFF-BI-10000301
IM-15070,Irene Maddox,Irene,Female,Consumer,United States,San Diego,California,West,TEC-PH-10004531
MJ-17740,Max Jones,Max,Male,Consumer,United States,Seattle,Washington,West,FUR-FU-10000794
EM-14095,Eudokia Martin,Eudokia,Female,Corporate,United States,Los Angeles,California,West,TEC-PH-10002885
CB-12535,Claudia Bergmann,Claudia,Female,Corporate,United States,San Francisco,California,West,OFF-EN-10002973
DM-13345,Denise Monton,Denise,Female,Corporate,United States,Newark,Ohio,East,OFF-BI-10000088
CC-12475,Cindy Chapman,Cindy,Female,Consumer,United States,Lakewood,New Jersey,East,OFF-BI-10000343
PS-19045,Penelope Sewall,Penelope,Female,Home Office,United States,Oceanside,California,West,OFF-ST-10001809
MA-17995,Michelle Arnett,Michelle,Female,Home Office,United States,Cheyenne,Wyoming,West,FUR-FU-10001617
LW-17215,Luke Weiss,Luke,Male,Consumer,United States,Rochester,New York,East,OFF-FA-10000735
MC-17845,Michael Chen,Michael,Male,Consumer,United States,Dallas,Texas,Central,OFF-AR-10001547
ML-17395,Marina Lichtenstein,Marina,Female,Corporate,United States,San Francisco,California,West,OFF-LA-10001175
CG-12520,Claire Gute,Claire,Female,Consumer,United States,Henderson,Kentucky,South,OFF-BI-10001308
PF-19165,Philip Fox,Philip,Male,Consumer,United States,Oakland,California,West,OFF-PA-10000788
PC-18745,Pamela Coakley,Pamela,Female,Corporate,United States,San Francisco,California,West,TEC-PH-10003988
DC-13285,Debra Catini,Debra,Female,Consumer,United States,Warner Robins,Georgia,South,OFF-AR-10001868
AF-10885,Art Foster,Art,Male,Consumer,United States,Toledo,Ohio,East,TEC-AC-10000109
PP-18955,Paul Prost,Paul,Male,Home Office,United States,Springfield,Ohio,East,TEC-PH-10002275
MS-17770,Maxwell Schwartz,Maxwell,Male,Consumer,United States,Houston,Texas,Central,FUR-FU-10000246
KM-16225,Kalyca Meade,Kalyca,Female,Corporate,United States,Springfield,Missouri,Central,OFF-PA-10004040
SH-19975,Sally Hughsby,Sally,Female,Corporate,United States,New York City,New York,East,FUR-TA-10001932
AI-10855,Arianne Irving,Arianne,Female,Consumer,United States,Los Angeles,California,West,TEC-PH-10001459
BF-11170,Ben Ferrer,Ben,Male,Home Office,United States,Sacramento,California,West,FUR-CH-10001891
RO-19780,Rose O'Brian,Rose,Female,Consumer,United States,San Francisco,California,West,TEC-AC-10002335
SV-20365,Seth Vernon,Seth,Male,Consumer,United States,Troy,Ohio,East,FUR-FU-10003799
AB-10015,Aaron Bergman,Aaron,Male,Consumer,United States,Oklahoma City,Oklahoma,Central,TEC-AC-10004877
SW-20275,Scott Williamson,Scott,Male,Consumer,United States,New York City,New York,East,OFF-BI-10003476
BD-11770,Bryan Davis,Bryan,Male,Consumer,United States,New York City,New York,East,TEC-AC-10001635
BB-11545,Brenda Bowman,Brenda,Female,Corporate,United States,Chicago,Illinois,Central,FUR-CH-10001146
LD-17005,Lisa DeCherney,Lisa,Female,Consumer,United States,Detroit,Michigan,Central,TEC-PH-10004897
BK-11260,Berenike Kampe,Berenike,Female,Consumer,United States,San Francisco,California,West,OFF-BI-10000320
LB-16795,Laurel Beltran,Laurel,Female,Home Office,United States,Apopka,Florida,South,OFF-AR-10003958
EB-13750,Edward Becker,Edward,Male,Corporate,United States,New York City,New York,East,TEC-AC-10002942
LP-17080,Liz Pelletier,Liz,Female,Consumer,United States,San Francisco,California,West,FUR-FU-10002505
AS-10285,Alejandro Savely,Alejandro,Male,Corporate,United States,Noblesville,Indiana,Central,OFF-PA-10002870
SC-20845,Sung Chung,Sung,Female,Consumer,United States,Arlington Heights,Illinois,Central,OFF-ST-10000352
MS-17710,Maurice Satty,Maurice,Male,Consumer,United States,Mesa,Arizona,West,FUR-CH-10003606
FH-14275,Frank Hawley,Frank,Male,Corporate,United States,La Porte,Indiana,Central,OFF-PA-10003016
SP-20920,Susan Pistek,Susan,Female,Consumer,United States,Parma,Ohio,East,OFF-ST-10003994
DW-13480,Dianna Wilson,Dianna,Female,Home Office,United States,San Diego,California,West,OFF-PA-10002581
SP-20650,Stephanie Phelps,Stephanie,Female,Corporate,United States,Chicago,Illinois,Central,OFF-BI-10002976
FM-14290,Frank Merwin,Frank,Male,Home Office,United States,Vancouver,Washington,West,TEC-MA-10004458
CS-12505,Cindy Stewart,Cindy,Female,Consumer,United States,Thomasville,North Carolina,South,OFF-AR-10003829
AS-10135,Adrian Shami,Adrian,Male,Home Office,United States,Auburn,Washington,West,OFF-LA-10000452
CC-12430,Chuck Clark,Chuck,Male,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-ST-10001522
LB-16795,Laurel Beltran,Laurel,Female,Home Office,United States,Highland Park,Illinois,Central,TEC-PH-10002275
CK-12760,Cyma Kinney,Cyma,Female,Corporate,United States,New York City,New York,East,OFF-PA-10001293
TS-21430,Tom Stivers,Tom,Male,Corporate,United States,Oklahoma City,Oklahoma,Central,OFF-AP-10000026
CM-12655,Corinna Mitchell,Corinna,Female,Home Office,United States,New York City,New York,East,FUR-FU-10000277
PO-19180,Philisse Overcash,Philisse,Female,Home Office,United States,Seattle,Washington,West,OFF-SU-10000898
AA-10375,Allen Armold,Allen,Male,Consumer,United States,Atlanta,Georgia,South,OFF-LA-10004272
RR-19315,Ralph Ritter,Ralph,Male,Consumer,United States,San Francisco,California,West,OFF-BI-10004876
KC-16540,Kelly Collister,Kelly,Female,Consumer,United States,Houston,Texas,Central,OFF-BI-10002003
MB-17305,Maria Bertelson,Maria,Female,Consumer,United States,New York City,New York,East,OFF-AP-10001058
EB-14110,Eugene Barchas,Eugene,Male,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-BI-10001072
JM-16195,Justin MacKendrick,Justin,Male,Consumer,United States,Newark,Delaware,East,FUR-FU-10004020
RC-19960,Ryan Crowe,Ryan,Male,Consumer,United States,Baltimore,Maryland,East,OFF-FA-10000621
DP-13000,Darren Powers,Darren,Male,Consumer,United States,New York City,New York,East,TEC-PH-10004120
SC-20770,Stewart Carmichael,Stewart,Male,Corporate,United States,Los Angeles,California,West,TEC-PH-10001580
TG-21310,Toby Gnade,Toby,Male,Consumer,United States,Los Angeles,California,West,TEC-PH-10003171
AH-10690,Anna Häberlin,Anna,Female,Corporate,United States,San Diego,California,West,FUR-CH-10003968
ON-18715,Odella Nelson,Odella,Female,Corporate,United States,Burlington,North Carolina,South,TEC-PH-10000586
RD-19900,Ruben Dartt,Ruben,Male,Consumer,United States,Carlsbad,New Mexico,West,TEC-AC-10000158
IM-15055,Ionia McGrath,Ionia,Female,Consumer,United States,Roseville,California,West,FUR-BO-10004709
MS-17365,Maribeth Schnelling,Maribeth,Female,Consumer,United States,Carlsbad,New Mexico,West,OFF-PA-10000740
BG-11035,Barry Gonzalez,Barry,Male,Consumer,United States,The Colony,Texas,Central,OFF-BI-10002764
HJ-14875,Heather Jas,Heather,Female,Home Office,United States,San Francisco,California,West,OFF-SU-10001935
AW-10930,Arthur Wiediger,Arthur,Male,Home Office,United States,Oklahoma City,Oklahoma,Central,OFF-PA-10000788
SN-20710,Steve Nguyen,Steve,Male,Home Office,United States,Pasadena,Texas,Central,FUR-TA-10001932
SB-20290,Sean Braxton,Sean,Male,Corporate,United States,Kent,Ohio,East,FUR-FU-10003806
TC-21535,Tracy Collins,Tracy,Female,Home Office,United States,Los Angeles,California,West,TEC-AC-10003590
AJ-10945,Ashley Jarboe,Ashley,Female,Consumer,United States,Taylor,Michigan,Central,OFF-EN-10003068
KC-16255,Karen Carlisle,Karen,Female,Corporate,United States,Huntsville,Alabama,South,OFF-PA-10002751
PG-18820,Patrick Gardner,Patrick,Male,Consumer,United States,San Diego,California,West,TEC-MA-10002930
BE-11410,Bobby Elias,Bobby,Male,Consumer,United States,Concord,California,West,OFF-FA-10000134
DJ-13630,Doug Jacobs,Doug,Male,Consumer,United States,New York City,New York,East,TEC-PH-10002660
